answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
558,361,553,"Sexuality (gender): it is a central aspect of being human throughout life and encompasses sex, gender identities and roles, sexual orientation, eroticism, pleasure, intimacy, and reproduction. It can be other than male and female also. It can be influenced by the interaction of biological and external factors (psychological, social, economic, political, cultural, ethical, legal, historical, religious, and spiritual factors)",1742,2169,,"What does sexuality encompass, according to the passage?",,"ours, practises, roles, and relationships. Biological sex: it refers to the biological characteristics that define humans as female or male. For example, based on the genitalia a boy (male) has a penis and a girl (female) have a vagina. It is influenced by biological factors (genes, hormones) only. Sexuality (gender): it is a central aspect of being human throughout life and encompasses sex, gender identities and roles, sexual orientation, eroticism, pleasure, intimacy, and reproduction. It can be other than male and female also. It can be influenced by the interaction of biological and external factors (psychological, social, economic, political, cultural, ethical, legal, historical, religious, and spiritual factors). Sexuality (gender identity) is persons internal, deeply felt sense of being male, female, other, or in between. Everyone has a gender identity. Sexual orientation: it refers to whether a person is sexually attracted (aroused) to a person of the same sex or different sex or gender. One does not hav"
559,361,554,"Sexuality (gender identity) is persons internal, deeply felt sense of being male, female, other, or in between. Everyone has a gender identity",2171,2313,,"What is gender identity, and does everyone have one?",,"l orientation, eroticism, pleasure, intimacy, and reproduction. It can be other than male and female also. It can be influenced by the interaction of biological and external factors (psychological, social, economic, political, cultural, ethical, legal, historical, religious, and spiritual factors). Sexuality (gender identity) is persons internal, deeply felt sense of being male, female, other, or in between. Everyone has a gender identity. Sexual orientation: it refers to whether a person is sexually attracted (aroused) to a person of the same sex or different sex or gender. One does not have to be sexually active to have a sexual orientation. It also refers as established sexual preference. Sexual behaviour: it is the is the way hu"
560,361,555,Sexual orientation: it refers to whether a person is sexually attracted (aroused) to a person of the same sex or different sex or gender. One does not have to be sexually active to have a sexual orientation. It also refers as established sexual preference,2315,2570,,"What does sexual orientation refer to, and does it require sexual activity?",,"on of biological and external factors (psychological, social, economic, political, cultural, ethical, legal, historical, religious, and spiritual factors). Sexuality (gender identity) is persons internal, deeply felt sense of being male, female, other, or in between. Everyone has a gender identity. Sexual orientation: it refers to whether a person is sexually attracted (aroused) to a person of the same sex or different sex or gender. One does not have to be sexually active to have a sexual orientation. It also refers as established sexual preference. Sexual behaviour: it is the is the way humans experience and express their sexuality. It also refers as sexual action. Sexual orientation develops as you grow and experience new things. It may take time to figure it all out."
561,361,556,Sexual behaviour: it is the is the way humans experience and express their sexuality. It also refers as sexual action. Sexual orientation develops as you grow and experience new things. It may take time to figure it all out,2572,2795,,"What is sexual behavior, and how does sexual orientation develop?",,n between. Everyone has a gender identity. Sexual orientation: it refers to whether a person is sexually attracted (aroused) to a person of the same sex or different sex or gender. One does not have to be sexually active to have a sexual orientation. It also refers as established sexual preference. Sexual behaviour: it is the is the way humans experience and express their sexuality. It also refers as sexual action. Sexual orientation develops as you grow and experience new things. It may take time to figure it all out.
562,362,557,"Never put up your personal details on the internet or social media like your full name, address, cell phone number, specific places they hang out, and financial information, ethnic background, school, or anything else that would help someone will locate you",46,303,,What are some personal details that should not be shared on the internet or social media?,,"Ways to avoid cyberstalking and predators: 1. Never put up your personal details on the internet or social media like your full name, address, cell phone number, specific places they hang out, and financial information, ethnic background, school, or anything else that would help someone will locate you. 2. In cyberspace, theres no such thing as an ""erase"" buttonmessages, photos, rants, and musings can and do hang around forever. Information that may seem harmless now, but it can be used against you at any timeperhaps in the future when you are applying to college or looking for a job. Photos post"
563,362,558,"In cyberspace, theres no such thing as an ""erase"" buttonmessages, photos, rants, and musings can and do hang around forever. Information that may seem harmless now, but it can be used against you at any timeperhaps in the future when you are applying to college or looking for a job",308,590,,"Why is it emphasized that in cyberspace, there is no such thing as an ""erase"" button?",,"avoid cyberstalking and predators: 1. Never put up your personal details on the internet or social media like your full name, address, cell phone number, specific places they hang out, and financial information, ethnic background, school, or anything else that would help someone will locate you. 2. In cyberspace, theres no such thing as an ""erase"" buttonmessages, photos, rants, and musings can and do hang around forever. Information that may seem harmless now, but it can be used against you at any timeperhaps in the future when you are applying to college or looking for a job. Photos posted on the sites should not reveal too much personal information. 3. Shut down a personal website or blog if there is even a small threat of bullying or flaming. If necessary, get a new email address and instant messaging (im) identity. A sexual assault is any sexual act that a person di"
564,362,559,Photos posted on the sites should not reveal too much personal information,592,666,,What precautions should be taken with photos posted on social media sites?,," locate you. 2. In cyberspace, theres no such thing as an ""erase"" buttonmessages, photos, rants, and musings can and do hang around forever. Information that may seem harmless now, but it can be used against you at any timeperhaps in the future when you are applying to college or looking for a job. Photos posted on the sites should not reveal too much personal information. 3. Shut down a personal website or blog if there is even a small threat of bullying or flaming. If necessary, get a new email address and instant messaging (im) identity. A sexual assault is any sexual act that a person did not consent to or was forced into against their will. It is a form of sexu"
565,362,560,"Shut down a personal website or blog if there is even a small threat of bullying or flaming. If necessary, get a new email address and instant messaging (im) identity",671,837,,What should be done if there is a small threat of bullying or flaming on a personal website or blog?,,"s, photos, rants, and musings can and do hang around forever. Information that may seem harmless now, but it can be used against you at any timeperhaps in the future when you are applying to college or looking for a job. Photos posted on the sites should not reveal too much personal information. 3. Shut down a personal website or blog if there is even a small threat of bullying or flaming. If necessary, get a new email address and instant messaging (im) identity. A sexual assault is any sexual act that a person did not consent to or was forced into against their will. It is a form of sexual violence and includes rape, or other sexual offences such as groping, forced kissing, child sexual abuse, or the torture of a person in a sexual manner. Sexual violence"
566,362,561,"A sexual assault is any sexual act that a person did not consent to or was forced into against their will. It is a form of sexual violence and includes rape, or other sexual offences such as groping, forced kissing, child sexual abuse, or the torture of a person in a sexual manner",839,1120,,Define sexual assault according to the passage.,,"en you are applying to college or looking for a job. Photos posted on the sites should not reveal too much personal information. 3. Shut down a personal website or blog if there is even a small threat of bullying or flaming. If necessary, get a new email address and instant messaging (im) identity. A sexual assault is any sexual act that a person did not consent to or was forced into against their will. It is a form of sexual violence and includes rape, or other sexual offences such as groping, forced kissing, child sexual abuse, or the torture of a person in a sexual manner. Sexual violence or assault can happen to anyone of any age: men, women, and children. Most young people who have been abused have been abused by someone they know e. G. , a neighbour, a driver, a relative, a family member, or a domestic helper. Your body is your own. It is your 'private property'."
567,362,562,"Sexual violence or assault can happen to anyone of any age: men, women, and children",1122,1206,,Who can be a victim of sexual violence or assault according to the passage?,,"g (im) identity. A sexual assault is any sexual act that a person did not consent to or was forced into against their will. It is a form of sexual violence and includes rape, or other sexual offences such as groping, forced kissing, child sexual abuse, or the torture of a person in a sexual manner. Sexual violence or assault can happen to anyone of any age: men, women, and children. Most young people who have been abused have been abused by someone they know e. G. , a neighbour, a driver, a relative, a family member, or a domestic helper. Your body is your own. It is your 'private property'. If someone touches you or clicks picture or records video in a way that you do not wa"
568,362,563,"Your body is your own. It is your 'private property'. If someone touches you or clicks picture or records video in a way that you do not want or do not like, it is wrong. You must report this to your parents or responsible adults",1367,1596,,What is emphasized about personal boundaries in the context of sexual assault?,," abuse, or the torture of a person in a sexual manner. Sexual violence or assault can happen to anyone of any age: men, women, and children. Most young people who have been abused have been abused by someone they know e. G. , a neighbour, a driver, a relative, a family member, or a domestic helper. Your body is your own. It is your 'private property'. If someone touches you or clicks picture or records video in a way that you do not want or do not like, it is wrong. You must report this to your parents or responsible adults. Clicks picture or records video in a way that you do not want or do not like, it is wrong. You must report this to your parents or responsible adults. If sexual assault has happened to you, remember that it is not your fault; it is the abuser who did wrong, not you; it does not have to spoil your "
569,362,564,"If sexual assault has happened to you, remember that it is not your fault; it is the abuser who did wrong, not you; it does not have to spoil your life. Look for help if you are feeling confused or bad. If you are in a situation that you feel might be abused, speak to someone you trust; try getting out of the situation if you can; try not to be alone with the abuser, and seek help soon",1749,2137,,What advice is given to those who have experienced sexual assault?,,"icks picture or records video in a way that you do not want or do not like, it is wrong. You must report this to your parents or responsible adults. Clicks picture or records video in a way that you do not want or do not like, it is wrong. You must report this to your parents or responsible adults. If sexual assault has happened to you, remember that it is not your fault; it is the abuser who did wrong, not you; it does not have to spoil your life. Look for help if you are feeling confused or bad. If you are in a situation that you feel might be abused, speak to someone you trust; try getting out of the situation if you can; try not to be alone with the abuser, and seek help soon. Abuse involves trust being broken and can make a person feel horrible or angry or scared or all these feelings and more. Adults may sexually molest young children as they may think: 1. It is easier to approach 2. Rejection is less damaging. 3. A sexual encounter is less threatening. 4. Wrong belie"
570,362,565," Adults may sexually molest young children as they may think: 1. It is easier to approach 2. Rejection is less damaging. 3. A sexual encounter is less threatening. 4. Wrong beliefs; remember: when you are young, no matter how much or how little you know about sex, it is not right for an adult to be sexual with you because it is called sexual abuse. It must be reported to parents or the police",2259,2654,,"What may be the reasons adults sexually molest young children, according to the passage?",,"are in a situation that you feel might be abused, speak to someone you trust; try getting out of the situation if you can; try not to be alone with the abuser, and seek help soon. Abuse involves trust being broken and can make a person feel horrible or angry or scared or all these feelings and more. Adults may sexually molest young children as they may think: 1. It is easier to approach 2. Rejection is less damaging. 3. A sexual encounter is less threatening. 4. Wrong beliefs; remember: when you are young, no matter how much or how little you know about sex, it is not right for an adult to be sexual with you because it is called sexual abuse. It must be reported to parents or the police."
571,363,566,Sexual abuse is a term used to describe any sexual activity that is unwanted or carried out without consent. It may include touching and non-touching activity,0,158,,What is the definition of sexual abuse according to the passage?,,"Sexual abuse is a term used to describe any sexual activity that is unwanted or carried out without consent. It may include touching and non-touching activity. Touching activity includes kissing, hugging, fondling, oral sex, or penetration. Non-touching activity includes exposure to sexual acts or pornography. Child sexual abuse is any interaction between a child and an adult (or another child) in which the child is used for the sexual stimulation of the"
573,363,568,"Non-touching activities include deliberately exposing an adults genitals to a child, inappropriately watching undress or while using the bathroom, showing pornography to a child, photographing a child in sexual poses, encouraging a child to watch sexual acts, and showing or flashing genitals to a child",1148,1451,,What are examples of non-touching activities that constitute sexual abuse?,,"hing behaviours. Touching activities include touching a childs genitalia (private parts) for sexual pleasure. Making a child touch someones genitals, play a sexual game, or have sex. Putting any object or any body part (finger, tongue, etc. ) inside the vagina or mouth, or anus for sexual pleasure. Non-touching activities include deliberately exposing an adults genitals to a child, inappropriately watching undress or while using the bathroom, showing pornography to a child, photographing a child in sexual poses, encouraging a child to watch sexual acts, and showing or flashing genitals to a child. Under malaysian law, rape is defined as sexual intercourse with a woman without her consent or against her will. A man who commits rape shall be punished for a term which may extend to 20 years, and shall also be liable to whipping, if he has sexual intercourse with a woman under any of the follow"
574,363,569,Child sexual abuse is any interaction between a child and an adult (or another child) in which the child is used for the sexual stimulation of the perpetrator or an observer. Sexual abuse can include both touching and non-touching behaviours,312,553,,How is child sexual abuse defined in the passage?,," is a term used to describe any sexual activity that is unwanted or carried out without consent. It may include touching and non-touching activity. Touching activity includes kissing, hugging, fondling, oral sex, or penetration. Non-touching activity includes exposure to sexual acts or pornography. Child sexual abuse is any interaction between a child and an adult (or another child) in which the child is used for the sexual stimulation of the perpetrator or an observer. Sexual abuse can include both touching and non-touching behaviours. Non-touching behaviours can include voyeurism (trying to look at a childs naked body), exhibitionism, or exposing the child to pornography. Children of all ages, races, ethnicities, and economic backgrounds may experience sexual abuse. Child sexual abuse can include both touching and non-touching "
575,363,570,"Sex with a girl below 16 years of age is statutory rape, regardless of whether she consents to it or not",1838,1942,,"Under Malaysian law, what constitutes statutory rape?",,"onsent or against her will. A man who commits rape shall be punished for a term which may extend to 20 years, and shall also be liable to whipping, if he has sexual intercourse with a woman under any of the following circumstances: (g) with or without her consent, when she is under 16 years of age. Sex with a girl below 16 years of age is statutory rape, regardless of whether she consents to it or not. 1. Rape: rape is defined under section 375 of the penal code. It refers to non-consensual sexual intercourse with a person without their consent. The offense is gender-neutral, meaning it can be committed against both men and women. 2. Sexual assault: while the term ""sexual assault"" is not specifi"
576,363,571,"A man who commits rape shall be punished for a term which may extend to 20 years, and shall also be liable to whipping, if he has sexual intercourse with a woman under any of the following circumstances: (g) with or without her consent, when she is under 16 years of age",1566,1836,,What is the punishment for committing rape under Malaysian law?,,"or while using the bathroom, showing pornography to a child, photographing a child in sexual poses, encouraging a child to watch sexual acts, and showing or flashing genitals to a child. Under malaysian law, rape is defined as sexual intercourse with a woman without her consent or against her will. A man who commits rape shall be punished for a term which may extend to 20 years, and shall also be liable to whipping, if he has sexual intercourse with a woman under any of the following circumstances: (g) with or without her consent, when she is under 16 years of age. Sex with a girl below 16 years of age is statutory rape, regardless of whether she consents to it or not. 1. Rape: rape is defined under section 375 of the penal code. It refers to non-consensual sexual intercourse with a person without their consent. The offense is gender-neutral, meaning it can "
577,363,572,"Unlawful sexual connection: under section 377b of the penal code, unlawful sexual connection refers to any act of penetration (including oral or anal penetration) without the consent of the person involved",2521,2726,,How does the passage define unlawful sexual connection?,,"sault"" is not specifically defined in the malaysian penal code, it generally refers to any non-consensual sexual act or contact that does not involve penetration. It can include various forms of unwanted sexual touching, groping, or other acts of a sexual nature without the individual's consent. 3. Unlawful sexual connection: under section 377b of the penal code, unlawful sexual connection refers to any act of penetration (including oral or anal penetration) without the consent of the person involved. This provision covers non-consensual sexual acts that fall short of the legal definition of rape. 4. Sexual abuse: sexual abuse encompasses a broad range of non-consensual sexual acts, including acts of indecent assault, molestation, or any other form of sexual misconduct. While the term ""sexual a"
578,363,573,"Rape: rape is defined under section 375 of the penal code. It refers to non-consensual sexual intercourse with a person without their consent. The offense is gender-neutral, meaning it can be committed against both men and women",1947,2175,,What is the gender-neutral nature of the offense mentioned in the passage?,," and shall also be liable to whipping, if he has sexual intercourse with a woman under any of the following circumstances: (g) with or without her consent, when she is under 16 years of age. Sex with a girl below 16 years of age is statutory rape, regardless of whether she consents to it or not. 1. Rape: rape is defined under section 375 of the penal code. It refers to non-consensual sexual intercourse with a person without their consent. The offense is gender-neutral, meaning it can be committed against both men and women. 2. Sexual assault: while the term ""sexual assault"" is not specifically defined in the malaysian penal code, it generally refers to any non-consensual sexual act or contact that does not involve penetration. It can include various forms of unwanted sexual touching, groping, or other acts of a sexua"
579,363,574,"Sexual assault: while the term ""sexual assault"" is not specifically defined in the malaysian penal code, it generally refers to any non-consensual sexual act or contact that does not involve penetration. It can include various forms of unwanted sexual touching, groping, or other acts of a sexual nature without the individual's consent",2180,2516,,"What are some examples of non-consensual sexual acts covered by the term ""sexual assault"" in the passage?",,"tatutory rape, regardless of whether she consents to it or not. 1. Rape: rape is defined under section 375 of the penal code. It refers to non-consensual sexual intercourse with a person without their consent. The offense is gender-neutral, meaning it can be committed against both men and women. 2. Sexual assault: while the term ""sexual assault"" is not specifically defined in the malaysian penal code, it generally refers to any non-consensual sexual act or contact that does not involve penetration. It can include various forms of unwanted sexual touching, groping, or other acts of a sexual nature without the individual's consent. 3. Unlawful sexual connection: under section 377b of the penal code, unlawful sexual connection refers to any act of penetration (including oral or anal penetration) without the consent of the person involved. This provision covers non-consensual sexual acts that fall short of the legal definition"
580,364,575,"According to the malaysian law, sexual intercourse by inserting the penis into the mouth of another person is categorized as sodomy. The punishment for sodomy is imprisonment for a term which may extend to 20 years and whipping",0,227,,"According to Malaysian law, how is sodomy defined, and what is the punishment for it?",,"According to the malaysian law, sexual intercourse by inserting the penis into the mouth of another person is categorized as sodomy. The punishment for sodomy is imprisonment for a term which may extend to 20 years and whipping. Things a rape victim can do: 1. Dont be scared, directly file a police complaint, or tell it to your parent or someone (responsible adult) whom you trust. 2. Before the collection of medical evidence by a forensic team (police) - dont take bath, dont change clothes, dont wash the vagina or anus or"
581,364,576,"Things a rape victim can do: 1. Dont be scared, directly file a police complaint, or tell it to your parent or someone (responsible adult) whom you trust. 2. Before the collection of medical evidence by a forensic team (police) - dont take bath, dont change clothes, dont wash the vagina or anus or mouth, dont cut nails. As they contain certain forensic evidence which may get destroyed. 3. Dont fear any call threat or blackmail",229,659,,What are the recommended actions for a rape victim according to the passage?,,"According to the malaysian law, sexual intercourse by inserting the penis into the mouth of another person is categorized as sodomy. The punishment for sodomy is imprisonment for a term which may extend to 20 years and whipping. Things a rape victim can do: 1. Dont be scared, directly file a police complaint, or tell it to your parent or someone (responsible adult) whom you trust. 2. Before the collection of medical evidence by a forensic team (police) - dont take bath, dont change clothes, dont wash the vagina or anus or mouth, dont cut nails. As they contain certain forensic evidence which may get destroyed. 3. Dont fear any call threat or blackmail. Because once you get scared, then it will boost the confidence of the perpetrator and he may repeat the assault again. 4. If you dont feel like going to the police station on the same day. Take your time and then file a written or online complaint. 5. Your identity will not be revealed in public o"
582,364,577,"Before the collection of medical evidence by a forensic team (police) - dont take bath, dont change clothes, dont wash the vagina or anus or mouth, dont cut nails. As they contain certain forensic evidence which may get destroyed",387,616,,What precautions are advised before the collection of medical evidence by a forensic team in cases of rape?,,"h of another person is categorized as sodomy. The punishment for sodomy is imprisonment for a term which may extend to 20 years and whipping. Things a rape victim can do: 1. Dont be scared, directly file a police complaint, or tell it to your parent or someone (responsible adult) whom you trust. 2. Before the collection of medical evidence by a forensic team (police) - dont take bath, dont change clothes, dont wash the vagina or anus or mouth, dont cut nails. As they contain certain forensic evidence which may get destroyed. 3. Dont fear any call threat or blackmail. Because once you get scared, then it will boost the confidence of the perpetrator and he may repeat the assault again. 4. If you dont feel like going to the police station on the same day. Take your time and then file a written or online complaint. 5. You"
583,364,578,Your identity will not be revealed in public or media in any form. As revealing the identity of the rape victim is a punishable crime under the law,913,1060,,What assurance does the passage provide regarding the confidentiality of a rape victim's identity?,,"yed. 3. Dont fear any call threat or blackmail. Because once you get scared, then it will boost the confidence of the perpetrator and he may repeat the assault again. 4. If you dont feel like going to the police station on the same day. Take your time and then file a written or online complaint. 5. Your identity will not be revealed in public or media in any form. As revealing the identity of the rape victim is a punishable crime under the law. 6. If needed then avail the government facilities for counselling, contraception, legal and social matters. Remember that children dont make up stories about sexual abuse. Listen to their every word carefully and take them seriously. Myths and facts about sexual abuse: myths: 1. Only girls are vul"
584,364,579,"If needed then avail the government facilities for counselling, contraception, legal and social matters",1065,1168,,What government facilities are suggested for victims of sexual abuse in the passage?,,"assault again. 4. If you dont feel like going to the police station on the same day. Take your time and then file a written or online complaint. 5. Your identity will not be revealed in public or media in any form. As revealing the identity of the rape victim is a punishable crime under the law. 6. If needed then avail the government facilities for counselling, contraception, legal and social matters. Remember that children dont make up stories about sexual abuse. Listen to their every word carefully and take them seriously. Myths and facts about sexual abuse: myths: 1. Only girls are vulnerable to child abuse; 2. Abusers are mostly strangers; 3. Child abuse is only in the form of contact abuse"
585,364,580,Both boys and girls are vulnerable to sexual abuse,1799,1849,,"According to the myths and facts mentioned in the passage, who is vulnerable to sexual abuse?",," arent abused; 5. Children will always complain about the abuse; 6. Playing doctor-doctor is a form of abuse; 7. Child sexual abuse most often occurs in lower-class families; 8. Abused children forget about their abuse when they become adults. It's better to forget about the abuse anyway. Facts: 1. Both boys and girls are vulnerable to sexual abuse; 2. It is seen that mostly abusers is someone who knows or is related to the children they abuse; 3. It could be in form of non-contact also like forced to see or listen to inappropriate videos or talks, sending vulgar messages, etc. ; 4. Children with disability are more vulnerable as they cant mo"
586,364,581,It is seen that mostly abusers is someone who knows or is related to the children they abuse,1854,1946,,What is emphasized about the abusers in the passage?,,"he abuse; 6. Playing doctor-doctor is a form of abuse; 7. Child sexual abuse most often occurs in lower-class families; 8. Abused children forget about their abuse when they become adults. It's better to forget about the abuse anyway. Facts: 1. Both boys and girls are vulnerable to sexual abuse; 2. It is seen that mostly abusers is someone who knows or is related to the children they abuse; 3. It could be in form of non-contact also like forced to see or listen to inappropriate videos or talks, sending vulgar messages, etc. ; 4. Children with disability are more vulnerable as they cant move away from the abuser and may not be able to report it; 5. Children who are sexually abused may"
587,364,582,"It could be in form of non-contact also like forced to see or listen to inappropriate videos or talks, sending vulgar messages",1951,2077,,How does the passage challenge the myth regarding child abuse being only in the form of contact abuse?,," lower-class families; 8. Abused children forget about their abuse when they become adults. It's better to forget about the abuse anyway. Facts: 1. Both boys and girls are vulnerable to sexual abuse; 2. It is seen that mostly abusers is someone who knows or is related to the children they abuse; 3. It could be in form of non-contact also like forced to see or listen to inappropriate videos or talks, sending vulgar messages, etc. ; 4. Children with disability are more vulnerable as they cant move away from the abuser and may not be able to report it; 5. Children who are sexually abused may not tell others for many reasons and even deny the abuse. As they may lack vocabulary to describe or scared or may feel shame/blam"
588,364,583,Children who are sexually abused may not tell others for many reasons and even deny the abuse. As they may lack vocabulary to describe or scared or may feel shame/blamed,2210,2379,,"Why might children who are sexually abused not disclose the abuse, according to the facts mentioned in the passage?",,"s related to the children they abuse; 3. It could be in form of non-contact also like forced to see or listen to inappropriate videos or talks, sending vulgar messages, etc. ; 4. Children with disability are more vulnerable as they cant move away from the abuser and may not be able to report it; 5. Children who are sexually abused may not tell others for many reasons and even deny the abuse. As they may lack vocabulary to describe or scared or may feel shame/blamed, etc. ; 6. Name of the game is not the type of sexual abuse. Sexual abuse must do more with activities and exertion of the power; 7. Child sexual abuse occurs in all socioeconomic classes. Education and social class are no guarantees against abuse. They all share the same profile and characteristic"
589,364,584,"Everyone react in a different way. Some people may be able to forget it, while some may not be able to forget it and become depressed",2685,2818,,What does the passage say about the reaction of individuals to sexual abuse?,," ; 6. Name of the game is not the type of sexual abuse. Sexual abuse must do more with activities and exertion of the power; 7. Child sexual abuse occurs in all socioeconomic classes. Education and social class are no guarantees against abuse. They all share the same profile and characteristics; 8. Everyone react in a different way. Some people may be able to forget it, while some may not be able to forget it and become depressed."
591,365,586,Depression can range from mild to severe based on its symptoms,409,471,,How does the passage describe the range of depression based on its symptoms?,,"cause. However, there is conclusive evidence to reveal that several biological (genetic), social, economic, cultural, and environmental factors contribute to depression. Common causes are endogenous (biological), stress, disease, old age, love failure, post-delivery, poverty, social conflicts, etc. Depression can range from mild to severe based on its symptoms. Following are the signs and symptoms of depression: 1. Frequent sadness, tearfulness, and crying 2. Decreased interest in activities or inability to enjoy formerly favourite activities 3. Hopelessness 4. Persistent boredom, low energy 5. Social isolation, poor communication 6. Extreme sensitivity "
592,365,587,"signs and symptoms of depression: 1. Frequent sadness, tearfulness, and crying 2. Decreased interest in activities or inability to enjoy formerly favourite activities 3. Hopelessness 4. Persistent boredom, low energy 5. Social isolation, poor communication 6. Extreme sensitivity to rejection or failure 7. Increased irritability, anger, or hostility 8. Difficulty with relationships 9. Frequent complaints of physical illness, such as headaches or stomach-aches 10. Frequent absences from school or poor performance in school 11. Poor concentration 12. Feeling overwhelmed easily or often. 13. A major change in eating and/or sleeping patterns 14. Talk of or efforts to run away from home 15. Thoughts or expressions of suicide or self-destructive behaviour",491,1249,,"According to the passage, what are some signs and symptoms of depression?",,"netic), social, economic, cultural, and environmental factors contribute to depression. Common causes are endogenous (biological), stress, disease, old age, love failure, post-delivery, poverty, social conflicts, etc. Depression can range from mild to severe based on its symptoms. Following are the signs and symptoms of depression: 1. Frequent sadness, tearfulness, and crying 2. Decreased interest in activities or inability to enjoy formerly favourite activities 3. Hopelessness 4. Persistent boredom, low energy 5. Social isolation, poor communication 6. Extreme sensitivity to rejection or failure 7. Increased irritability, anger, or hostility 8. Difficulty with relationships 9. Frequent complaints of physical illness, such as headaches or stomach-aches 10. Frequent absences from school or poor performance in school 11. Poor concentration 12. Feeling overwhelmed easily or often. 13. A major change in eating and/or sleeping patterns 14. Talk of or efforts to run away from home 15. Thoughts or expressions of suicide or self-destructive behaviour. Treatment of depression: there are various forms of treatment available, from counselling to medications. Depression is largely preventable and treatable. Depression is not a sign of weakness. Please feel free to seek medical and to talk about it to your friends. Stress management skills for young"
593,365,588,Depression is largely preventable and treatable,1357,1404,,"Is depression preventable and treatable, according to the passage?",,"whelmed easily or often. 13. A major change in eating and/or sleeping patterns 14. Talk of or efforts to run away from home 15. Thoughts or expressions of suicide or self-destructive behaviour. Treatment of depression: there are various forms of treatment available, from counselling to medications. Depression is largely preventable and treatable. Depression is not a sign of weakness. Please feel free to seek medical and to talk about it to your friends. Stress management skills for young people and adults: 1. Talk about problems with other trusted people like friends, parents, teachers, etc. 2. Take deep breaths, accompanied by thinking or"
594,365,589,Depression is not a sign of weakness,1406,1442,,What does the passage say about depression not being a sign of weakness?,,"ting and/or sleeping patterns 14. Talk of or efforts to run away from home 15. Thoughts or expressions of suicide or self-destructive behaviour. Treatment of depression: there are various forms of treatment available, from counselling to medications. Depression is largely preventable and treatable. Depression is not a sign of weakness. Please feel free to seek medical and to talk about it to your friends. Stress management skills for young people and adults: 1. Talk about problems with other trusted people like friends, parents, teachers, etc. 2. Take deep breaths, accompanied by thinking or saying aloud, ""i can handle this"". 3."
595,365,590,"Stress management skills for young people and adults: 1. Talk about problems with other trusted people like friends, parents, teachers, etc. 2. Take deep breaths, accompanied by thinking or saying aloud, ""i can handle this"". 3. Perform progressive muscle relaxation, which involves repeatedly tensing and relaxing large muscles of the body. You can count from 10 to 1 (reverse counting). 4. Set small goals and break tasks into smaller, manageable chunks. 5. Exercise and eat regular meals. Involve in outdoor sports and be physically active. 6. Get proper sleep, at least 6-7 hours per day. 7. Break the habit of relying on caffeine or energy drinks to get through the day. 8. Focus on what you can control (your reactions, your actions) and let go of what you cannot (other peoples opinions and expectations). 9. Work through worst-case scenarios until they seem amusing or absurd 10. Lower unrealistic expectations. 11. Schedule breaks and enjoyable activities. 12. Accept yourself as you are",1515,2510,,What are some stress management skills mentioned for young people and adults in the passage?,,"cide or self-destructive behaviour. Treatment of depression: there are various forms of treatment available, from counselling to medications. Depression is largely preventable and treatable. Depression is not a sign of weakness. Please feel free to seek medical and to talk about it to your friends. Stress management skills for young people and adults: 1. Talk about problems with other trusted people like friends, parents, teachers, etc. 2. Take deep breaths, accompanied by thinking or saying aloud, ""i can handle this"". 3. Perform progressive muscle relaxation, which involves repeatedly tensing and relaxing large muscles of the body. You can count from 10 to 1 (reverse counting). 4. Set small goals and break tasks into smaller, manageable chunks. 5. Exercise and eat regular meals. Involve in outdoor sports and be physically active. 6. Get proper sleep, at least 6-7 hours per day. 7. Break the habit of relying on caffeine or energy drinks to get through the day. 8. Focus on what you can control (your reactions, your actions) and let go of what you cannot (other peoples opinions and expectations). 9. Work through worst-case scenarios until they seem amusing or absurd 10. Lower unrealistic expectations. 11. Schedule breaks and enjoyable activities. 12. Accept yourself as you are; identify your unique strengths and build on them. 13. Give up on the idea of perfection, both in yourself and in others."
596,365,591,"Talk about problems with other trusted people like friends, parents, teachers",1572,1649,,"What is the recommended approach for handling problems, according to the stress management skills mentioned in the passage?",,"on: there are various forms of treatment available, from counselling to medications. Depression is largely preventable and treatable. Depression is not a sign of weakness. Please feel free to seek medical and to talk about it to your friends. Stress management skills for young people and adults: 1. Talk about problems with other trusted people like friends, parents, teachers, etc. 2. Take deep breaths, accompanied by thinking or saying aloud, ""i can handle this"". 3. Perform progressive muscle relaxation, which involves repeatedly tensing and relaxing large muscles of the body. You can count from 10 to 1 (reverse counting). 4. Set small goals and break tasks into smalle"
597,365,592,Break the habit of relying on caffeine or energy drinks to get through the day,2110,2188,,What is the advice regarding caffeine or energy drinks in the stress management skills?,,"nsing and relaxing large muscles of the body. You can count from 10 to 1 (reverse counting). 4. Set small goals and break tasks into smaller, manageable chunks. 5. Exercise and eat regular meals. Involve in outdoor sports and be physically active. 6. Get proper sleep, at least 6-7 hours per day. 7. Break the habit of relying on caffeine or energy drinks to get through the day. 8. Focus on what you can control (your reactions, your actions) and let go of what you cannot (other peoples opinions and expectations). 9. Work through worst-case scenarios until they seem amusing or absurd 10. Lower unrealistic expectations. 11. Schedule breaks and enjoyable activities. 12. Acce"
